uniprot_acc,Tm,organism,n_measurements
A0A0K2H7J0,76.19,Geobacillus stearothermophilus,1
A0A0K2H7J6,68.6,Geobacillus stearothermophilus,1
A0A0K2H7J7,71.12,Geobacillus stearothermophilus,1
A0A0K2H7K0,70.95,Geobacillus stearothermophilus,1
A0A0K2H7K4,70.88,Geobacillus stearothermophilus,1
A0A0K2H7K5,67.41,Geobacillus stearothermophilus,1
A0A0K2H7K9,61.67,Geobacillus stearothermophilus,1
A0A0K2H7L7,64.86,Geobacillus stearothermophilus,1
A0A0K2H7L9,64.52,Geobacillus stearothermophilus,1
A0A0K2H7M1,74.41,Geobacillus stearothermophilus,1
A0A0K2H7M8,73.63,Geobacillus stearothermophilus,1
A0A0K2H7N8,58.39,Geobacillus stearothermophilus,1
A0A0K2H7P3,63.44,Geobacillus stearothermophilus,1
A0A0K2H7P5,81.32,Geobacillus stearothermophilus,1
A0A0K2H7Q5,83.85,Geobacillus stearothermophilus,1
A0A0K2H7R0,70.17,Geobacillus stearothermophilus,1
A0A0K2H7R6,82.01,Geobacillus stearothermophilus,1
A0A0K2H7R8,63.87,Geobacillus stearothermophilus,1
A0A0K2H7S0,75.46,Geobacillus stearothermophilus,1
A0A0K2H7S4,66.03,Geobacillus stearothermophilus,1
A0A0K2H7S5,73.83,Geobacillus stearothermophilus,1
A0A0K2H7T0,74.87,Geobacillus stearothermophilus,1
A0A0K2H7T4,68.63,Geobacillus stearothermophilus,1
A0A0K2H7U4,61.96,Geobacillus stearothermophilus,1
A0A0K2H7U6,66.32,Geobacillus stearothermophilus,1
A0A0K2H7U8,74.57,Geobacillus stearothermophilus,1
A0A0K2H7V2,68.25,Geobacillus stearothermophilus,1
A0A0K2H7W6,68.95,Geobacillus stearothermophilus,1
A0A0K2H7X9,65.36,Geobacillus stearothermophilus,1
A0A0K2H7Y2,64.64,Geobacillus stearothermophilus,1
A0A0K2H7Z2,74.65,Geobacillus stearothermophilus,1
A0A0K2H7Z4,74.16,Geobacillus stearothermophilus,1
A0A0K2H805,70.76,Geobacillus stearothermophilus,1
A0A0K2H812,75.18,Geobacillus stearothermophilus,1
A0A0K2H816,71.78,Geobacillus stearothermophilus,1
A0A0K2H820,71.88,Geobacillus stearothermophilus,1
A0A0K2H821,79.5,Geobacillus stearothermophilus,1
A0A0K2H822,62.85,Geobacillus stearothermophilus,1
A0A0K2H825,75.09,Geobacillus stearothermophilus,1
A0A0K2H826,76.82,Geobacillus stearothermophilus,1
A0A0K2H851,66.05,Geobacillus stearothermophilus,1
A0A0K2H889,57.55,Geobacillus stearothermophilus,1
A0A0K2H890,63.83,Geobacillus stearothermophilus,1
A0A0K2H891,70.04,Geobacillus stearothermophilus,1
A0A0K2H897,64.74,Geobacillus stearothermophilus,1
A0A0K2H8A5,74.63,Geobacillus stearothermophilus,1
A0A0K2H8A7,71.26,Geobacillus stearothermophilus,1
A0A0K2H8B0,72.63,Geobacillus stearothermophilus,1
A0A0K2H8B3,64.83,Geobacillus stearothermophilus,1
A0A0K2H8B8,75.56,Geobacillus stearothermophilus,1
A0A0K2H8B9,70.07,Geobacillus stearothermophilus,1
A0A0K2H8C2,64.51,Geobacillus stearothermophilus,1
A0A0K2H8C7,73.71,Geobacillus stearothermophilus,1
A0A0K2H8C9,71.71,Geobacillus stearothermophilus,1
A0A0K2H8D1,71.94,Geobacillus stearothermophilus,1
A0A0K2H8E1,68.12,Geobacillus stearothermophilus,1
A0A0K2H8E3,70.36,Geobacillus stearothermophilus,1
A0A0K2H8F0,78.57,Geobacillus stearothermophilus,1
A0A0K2H8F1,75.93,Geobacillus stearothermophilus,1
A0A0K2H8F2,69.28,Geobacillus stearothermophilus,1
A0A0K2H8G0,66.95,Geobacillus stearothermophilus,1
A0A0K2H8G2,69.69,Geobacillus stearothermophilus,1
A0A0K2H8G3,66.8,Geobacillus stearothermophilus,1
A0A0K2H8G5,64.67,Geobacillus stearothermophilus,1
A0A0K2H8G9,77.45,Geobacillus stearothermophilus,1
A0A0K2H8H0,64.97,Geobacillus stearothermophilus,1
A0A0K2H8I2,71.03,Geobacillus stearothermophilus,1
A0A0K2H8I6,62.57,Geobacillus stearothermophilus,1
A0A0K2H8I7,67.29,Geobacillus stearothermophilus,1
A0A0K2H8I8,65.03,Geobacillus stearothermophilus,1
A0A0K2H8J7,69.23,Geobacillus stearothermophilus,1
A0A0K2H8K0,71.74,Geobacillus stearothermophilus,1
A0A0K2H8K6,75.34,Geobacillus stearothermophilus,1
A0A0K2H8L2,73.46,Geobacillus stearothermophilus,1
A0A0K2H8M4,77.36,Geobacillus stearothermophilus,1
A0A0K2H8M7,70.55,Geobacillus stearothermophilus,1
A0A0K2H8M8,70.05,Geobacillus stearothermophilus,1
A0A0K2H8N2,75.19,Geobacillus stearothermophilus,1
A0A0K2H8P3,81.44,Geobacillus stearothermophilus,1
A0A0K2H8P4,69.05,Geobacillus stearothermophilus,1
A0A0K2H8P6,71.77,Geobacillus stearothermophilus,1
A0A0K2H8Q0,70.95,Geobacillus stearothermophilus,1
A0A0K2H8Q6,67.89,Geobacillus stearothermophilus,1
A0A0K2H8Q7,67.4,Geobacillus stearothermophilus,1
A0A0K2H8Q8,66.48,Geobacillus stearothermophilus,1
A0A0K2H8R2,70.98,Geobacillus stearothermophilus,1
A0A0K2H8R3,75.87,Geobacillus stearothermophilus,1
A0A0K2H8R4,76.42,Geobacillus stearothermophilus,1
A0A0K2H8R5,69.85,Geobacillus stearothermophilus,1
A0A0K2H8R8,64.82,Geobacillus stearothermophilus,1
A0A0K2H8S1,64.74,Geobacillus stearothermophilus,1
A0A0K2H8S4,75.74,Geobacillus stearothermophilus,1
A0A0K2H8S5,68.88,Geobacillus stearothermophilus,1
A0A0K2H8S8,78.16,Geobacillus stearothermophilus,1
A0A0K2H8T0,81.12,Geobacillus stearothermophilus,1
A0A0K2H8T2,78.3,Geobacillus stearothermophilus,1
A0A0K2H8T4,78.6,Geobacillus stearothermophilus,1
A0A0K2H8T5,68.47,Geobacillus stearothermophilus,1
A0A0K2H8T8,63.3,Geobacillus stearothermophilus,1
A0A0K2H8U2,70.64,Geobacillus stearothermophilus,1
A0A0K2H8U3,67.07,Geobacillus stearothermophilus,1
A0A0K2H8U6,74.54,Geobacillus stearothermophilus,1
A0A0K2H8U9,77.29,Geobacillus stearothermophilus,1
A0A0K2H8V1,71.74,Geobacillus stearothermophilus,1
A0A0K2H8V2,67.9,Geobacillus stearothermophilus,1
A0A0K2H8V7,65.39,Geobacillus stearothermophilus,1
A0A0K2H8V9,71.47,Geobacillus stearothermophilus,1
A0A0K2H8W0,72.85,Geobacillus stearothermophilus,1
A0A0K2H8W1,77.73,Geobacillus stearothermophilus,1
A0A0K2H8W2,66.56,Geobacillus stearothermophilus,1
A0A0K2H8W3,77.49,Geobacillus stearothermophilus,1
A0A0K2H8W5,75.53,Geobacillus stearothermophilus,1
A0A0K2H8W6,67.7,Geobacillus stearothermophilus,1
A0A0K2H8W8,75.26,Geobacillus stearothermophilus,1
A0A0K2H8W9,67.17,Geobacillus stearothermophilus,1
A0A0K2H8X0,76.3,Geobacillus stearothermophilus,1
A0A0K2H8X2,72.99,Geobacillus stearothermophilus,1
A0A0K2H8X4,68.29,Geobacillus stearothermophilus,1
A0A0K2H8X6,71.27,Geobacillus stearothermophilus,1
A0A0K2H8X9,62.97,Geobacillus stearothermophilus,1
A0A0K2H8Y0,73.54,Geobacillus stearothermophilus,1
A0A0K2H8Y3,68.04,Geobacillus stearothermophilus,1
A0A0K2H8Y6,68.1,Geobacillus stearothermophilus,1
A0A0K2H8Y7,60.45,Geobacillus stearothermophilus,1
A0A0K2H8Z0,74.84,Geobacillus stearothermophilus,1
A0A0K2H8Z2,67.3,Geobacillus stearothermophilus,1
A0A0K2H8Z3,76.31,Geobacillus stearothermophilus,1
A0A0K2H8Z7,72.72,Geobacillus stearothermophilus,1
A0A0K2H8Z8,68.04,Geobacillus stearothermophilus,1
A0A0K2H8Z9,63.45,Geobacillus stearothermophilus,1
A0A0K2H900,70.94,Geobacillus stearothermophilus,1
A0A0K2H907,70.1,Geobacillus stearothermophilus,1
A0A0K2H908,71.28,Geobacillus stearothermophilus,1
A0A0K2H912,68.1,Geobacillus stearothermophilus,1
A0A0K2H923,68.32,Geobacillus stearothermophilus,1
A0A0K2H927,72.03,Geobacillus stearothermophilus,1
A0A0K2H928,78.39,Geobacillus stearothermophilus,1
A0A0K2H939,68.2,Geobacillus stearothermophilus,1
A0A0K2H940,69.2,Geobacillus stearothermophilus,1
A0A0K2H944,68.16,Geobacillus stearothermophilus,1
A0A0K2H949,78.72,Geobacillus stearothermophilus,1
A0A0K2H961,69.37,Geobacillus stearothermophilus,1
A0A0K2H965,63.08,Geobacillus stearothermophilus,1
A0A0K2H966,71.73,Geobacillus stearothermophilus,1
A0A0K2H967,66.6,Geobacillus stearothermophilus,1
A0A0K2H970,60.57,Geobacillus stearothermophilus,1
A0A0K2H972,68.2,Geobacillus stearothermophilus,1
A0A0K2H973,64.67,Geobacillus stearothermophilus,1
A0A0K2H975,73.73,Geobacillus stearothermophilus,1
A0A0K2H976,66.85,Geobacillus stearothermophilus,1
A0A0K2H978,78.92,Geobacillus stearothermophilus,1
A0A0K2H979,73.78,Geobacillus stearothermophilus,1
A0A0K2H988,69.56,Geobacillus stearothermophilus,1
A0A0K2H992,63.68,Geobacillus stearothermophilus,1
A0A0K2H996,73.48,Geobacillus stearothermophilus,1
A0A0K2H999,75.75,Geobacillus stearothermophilus,1
A0A0K2H9A3,65.91,Geobacillus stearothermophilus,1
A0A0K2H9A9,74.38,Geobacillus stearothermophilus,1
A0A0K2H9B5,74.12,Geobacillus stearothermophilus,1
A0A0K2H9B8,75.1,Geobacillus stearothermophilus,1
A0A0K2H9B9,62.4,Geobacillus stearothermophilus,1
A0A0K2H9C0,75.35,Geobacillus stearothermophilus,1
A0A0K2H9C1,67.84,Geobacillus stearothermophilus,1
A0A0K2H9C7,75.07,Geobacillus stearothermophilus,1
A0A0K2H9C8,80.81,Geobacillus stearothermophilus,1
A0A0K2H9D4,57.47,Geobacillus stearothermophilus,1
A0A0K2H9D5,72.52,Geobacillus stearothermophilus,1
A0A0K2H9D6,78.01,Geobacillus stearothermophilus,1
A0A0K2H9E4,71.81,Geobacillus stearothermophilus,1
A0A0K2H9E8,73.01,Geobacillus stearothermophilus,1
A0A0K2H9F6,71.74,Geobacillus stearothermophilus,1
A0A0K2H9G3,67.02,Geobacillus stearothermophilus,1
A0A0K2H9G7,67.52,Geobacillus stearothermophilus,1
A0A0K2H9I4,62.61,Geobacillus stearothermophilus,1
A0A0K2H9I7,62.4,Geobacillus stearothermophilus,1
A0A0K2H9I9,69.16,Geobacillus stearothermophilus,1
A0A0K2H9J6,68.63,Geobacillus stearothermophilus,1
A0A0K2H9K2,67.08,Geobacillus stearothermophilus,1
A0A0K2H9K5,69.44,Geobacillus stearothermophilus,1
A0A0K2H9K7,68.77,Geobacillus stearothermophilus,1
A0A0K2H9L0,63.89,Geobacillus stearothermophilus,1
A0A0K2H9L4,69.09,Geobacillus stearothermophilus,1
A0A0K2H9L5,63.23,Geobacillus stearothermophilus,1
A0A0K2H9L6,74.02,Geobacillus stearothermophilus,1
A0A0K2H9L9,78.31,Geobacillus stearothermophilus,1
A0A0K2H9M4,65.0,Geobacillus stearothermophilus,1
A0A0K2H9M8,72.48,Geobacillus stearothermophilus,1
A0A0K2H9M9,69.05,Geobacillus stearothermophilus,1
A0A0K2H9N1,66.33,Geobacillus stearothermophilus,1
A0A0K2H9N8,66.12,Geobacillus stearothermophilus,1
A0A0K2H9P1,66.45,Geobacillus stearothermophilus,1
A0A0K2H9Q1,81.36,Geobacillus stearothermophilus,1
A0A0K2H9Q2,67.86,Geobacillus stearothermophilus,1
A0A0K2H9R4,75.71,Geobacillus stearothermophilus,1
A0A0K2H9R8,65.13,Geobacillus stearothermophilus,1
A0A0K2H9R9,70.5,Geobacillus stearothermophilus,1
A0A0K2H9T0,71.46,Geobacillus stearothermophilus,1
A0A0K2H9T2,71.95,Geobacillus stearothermophilus,1
A0A0K2H9T3,76.81,Geobacillus stearothermophilus,1
A0A0K2H9T5,66.36,Geobacillus stearothermophilus,1
A0A0K2H9T9,81.83,Geobacillus stearothermophilus,1
A0A0K2H9U6,70.81,Geobacillus stearothermophilus,1
A0A0K2H9U8,70.49,Geobacillus stearothermophilus,1
A0A0K2H9U9,72.84,Geobacillus stearothermophilus,1
A0A0K2H9V7,66.16,Geobacillus stearothermophilus,1
A0A0K2H9W0,82.74,Geobacillus stearothermophilus,1
A0A0K2H9W1,65.3,Geobacillus stearothermophilus,1
A0A0K2H9W5,72.38,Geobacillus stearothermophilus,1
A0A0K2H9W9,71.85,Geobacillus stearothermophilus,1
A0A0K2H9X4,64.69,Geobacillus stearothermophilus,1
A0A0K2H9Y1,63.75,Geobacillus stearothermophilus,1
A0A0K2H9Y2,67.74,Geobacillus stearothermophilus,1
A0A0K2H9Y4,67.79,Geobacillus stearothermophilus,1
A0A0K2H9Y8,72.46,Geobacillus stearothermophilus,1
A0A0K2H9Z3,70.89,Geobacillus stearothermophilus,1
A0A0K2H9Z7,74.17,Geobacillus stearothermophilus,1
A0A0K2HA02,65.88,Geobacillus stearothermophilus,1
A0A0K2HA03,66.26,Geobacillus stearothermophilus,1
A0A0K2HA04,65.95,Geobacillus stearothermophilus,1
A0A0K2HA07,67.76,Geobacillus stearothermophilus,1
A0A0K2HA12,74.73,Geobacillus stearothermophilus,1
A0A0K2HA14,73.54,Geobacillus stearothermophilus,1
A0A0K2HA18,71.84,Geobacillus stearothermophilus,1
A0A0K2HA21,63.19,Geobacillus stearothermophilus,1
A0A0K2HA26,76.52,Geobacillus stearothermophilus,1
A0A0K2HA28,79.79,Geobacillus stearothermophilus,1
A0A0K2HA33,71.54,Geobacillus stearothermophilus,1
A0A0K2HA39,81.3,Geobacillus stearothermophilus,1
A0A0K2HA40,69.52,Geobacillus stearothermophilus,1
A0A0K2HA49,71.46,Geobacillus stearothermophilus,1
A0A0K2HA54,69.94,Geobacillus stearothermophilus,1
A0A0K2HA55,67.53,Geobacillus stearothermophilus,1
A0A0K2HA60,59.2,Geobacillus stearothermophilus,1
A0A0K2HA67,70.6,Geobacillus stearothermophilus,1
A0A0K2HA72,69.34,Geobacillus stearothermophilus,1
A0A0K2HA87,74.18,Geobacillus stearothermophilus,1
A0A0K2HA88,71.85,Geobacillus stearothermophilus,1
A0A0K2HA89,70.69,Geobacillus stearothermophilus,1
A0A0K2HA91,80.17,Geobacillus stearothermophilus,1
A0A0K2HA96,67.86,Geobacillus stearothermophilus,1
A0A0K2HAA4,63.55,Geobacillus stearothermophilus,1
A0A0K2HAA5,70.45,Geobacillus stearothermophilus,1
A0A0K2HAA6,75.12,Geobacillus stearothermophilus,1
A0A0K2HAB3,66.66,Geobacillus stearothermophilus,1
A0A0K2HAB5,66.5,Geobacillus stearothermophilus,1
A0A0K2HAC9,79.58,Geobacillus stearothermophilus,1
A0A0K2HAD6,66.62,Geobacillus stearothermophilus,1
A0A0K2HAD7,81.68,Geobacillus stearothermophilus,1
A0A0K2HAE0,62.05,Geobacillus stearothermophilus,1
A0A0K2HAE7,69.9,Geobacillus stearothermophilus,1
A0A0K2HAE8,75.09,Geobacillus stearothermophilus,1
A0A0K2HAG9,70.21,Geobacillus stearothermophilus,1
A0A0K2HAH1,61.25,Geobacillus stearothermophilus,1
A0A0K2HAH8,71.12,Geobacillus stearothermophilus,1
A0A0K2HAI8,70.69,Geobacillus stearothermophilus,1
A0A0K2HAJ1,69.8,Geobacillus stearothermophilus,1
A0A0K2HAK3,58.4,Geobacillus stearothermophilus,1
A0A0K2HAK5,75.42,Geobacillus stearothermophilus,1
A0A0K2HAL3,66.48,Geobacillus stearothermophilus,1
A0A0K2HAL7,65.23,Geobacillus stearothermophilus,1
A0A0K2HAL9,75.13,Geobacillus stearothermophilus,1
A0A0K2HAM0,71.61,Geobacillus stearothermophilus,1
A0A0K2HAM3,70.24,Geobacillus stearothermophilus,1
A0A0K2HAM5,76.81,Geobacillus stearothermophilus,1
A0A0K2HAN0,64.91,Geobacillus stearothermophilus,1
A0A0K2HAN4,71.12,Geobacillus stearothermophilus,1
A0A0K2HAP2,75.28,Geobacillus stearothermophilus,1
A0A0K2HAP4,57.93,Geobacillus stearothermophilus,1
A0A0K2HAP5,60.64,Geobacillus stearothermophilus,1
A0A0K2HAP7,72.38,Geobacillus stearothermophilus,1
A0A0K2HAR0,60.96,Geobacillus stearothermophilus,1
A0A0K2HAR9,71.93,Geobacillus stearothermophilus,1
A0A0K2HAS5,68.34,Geobacillus stearothermophilus,1
A0A0K2HAT8,77.19,Geobacillus stearothermophilus,1
A0A0K2HAU2,74.95,Geobacillus stearothermophilus,1
A0A0K2HAV2,66.23,Geobacillus stearothermophilus,1
A0A0K2HAV3,64.85,Geobacillus stearothermophilus,1
A0A0K2HAW2,65.99,Geobacillus stearothermophilus,1
A0A0K2HAW4,69.64,Geobacillus stearothermophilus,1
A0A0K2HAX8,69.12,Geobacillus stearothermophilus,1
A0A0K2HAX9,66.62,Geobacillus stearothermophilus,1
A0A0K2HAY1,75.3,Geobacillus stearothermophilus,1
A0A0K2HAY9,67.74,Geobacillus stearothermophilus,1
A0A0K2HB04,73.2,Geobacillus stearothermophilus,1
A0A0K2HB08,74.11,Geobacillus stearothermophilus,1
A0A0K2HB11,65.83,Geobacillus stearothermophilus,1
A0A0K2HB13,72.49,Geobacillus stearothermophilus,1
A0A0K2HB22,76.7,Geobacillus stearothermophilus,1
A0A0K2HB24,61.57,Geobacillus stearothermophilus,1
A0A0K2HB33,74.27,Geobacillus stearothermophilus,1
A0A0K2HB46,70.67,Geobacillus stearothermophilus,1
A0A0K2HB49,63.94,Geobacillus stearothermophilus,1
A0A0K2HB50,69.57,Geobacillus stearothermophilus,1
A0A0K2HB59,82.55,Geobacillus stearothermophilus,1
A0A0K2HB61,64.44,Geobacillus stearothermophilus,1
A0A0K2HB63,67.27,Geobacillus stearothermophilus,1
A0A0K2HB66,74.53,Geobacillus stearothermophilus,1
A0A0K2HB73,66.96,Geobacillus stearothermophilus,1
A0A0K2HB78,69.12,Geobacillus stearothermophilus,1
A0A0K2HB81,64.56,Geobacillus stearothermophilus,1
A0A0K2HB83,69.66,Geobacillus stearothermophilus,1
A0A0K2HB91,75.88,Geobacillus stearothermophilus,1
A0A0K2HB97,74.15,Geobacillus stearothermophilus,1
A0A0K2HBA1,64.9,Geobacillus stearothermophilus,1
A0A0K2HBA4,67.17,Geobacillus stearothermophilus,1
A0A0K2HBA7,60.94,Geobacillus stearothermophilus,1
A0A0K2HBA8,69.48,Geobacillus stearothermophilus,1
A0A0K2HBA9,77.65,Geobacillus stearothermophilus,1
A0A0K2HBB0,74.58,Geobacillus stearothermophilus,1
A0A0K2HBB4,66.06,Geobacillus stearothermophilus,1
A0A0K2HBB5,68.88,Geobacillus stearothermophilus,1
A0A0K2HBB6,71.5,Geobacillus stearothermophilus,1
A0A0K2HBC0,68.74,Geobacillus stearothermophilus,1
A0A0K2HBC3,67.45,Geobacillus stearothermophilus,1
A0A0K2HBE4,83.8,Geobacillus stearothermophilus,1
A0A0K2HBG6,68.08,Geobacillus stearothermophilus,1
A0A0K2HBH5,79.04,Geobacillus stearothermophilus,1
A0A0K2HBH7,68.99,Geobacillus stearothermophilus,1
A0A0K2HBI4,71.18,Geobacillus stearothermophilus,1
A0A0K2HBI9,69.4,Geobacillus stearothermophilus,1
A0A0K2HBJ0,70.53,Geobacillus stearothermophilus,1
A0A0K2HBJ1,70.32,Geobacillus stearothermophilus,1
A0A0K2HBJ7,61.31,Geobacillus stearothermophilus,1
A0A0K2HBJ8,72.5,Geobacillus stearothermophilus,1
A0A0K2HBJ9,58.43,Geobacillus stearothermophilus,1
A0A0K2HBK2,67.2,Geobacillus stearothermophilus,1
A0A0K2HBK3,80.65,Geobacillus stearothermophilus,1
A0A0K2HBK5,67.19,Geobacillus stearothermophilus,1
A0A0K2HBK7,71.94,Geobacillus stearothermophilus,1
A0A0K2HBK8,70.04,Geobacillus stearothermophilus,1
A0A0K2HBL0,73.44,Geobacillus stearothermophilus,1
A0A0K2HBL1,68.14,Geobacillus stearothermophilus,1
A0A0K2HBL4,71.74,Geobacillus stearothermophilus,1
A0A0K2HBL9,63.98,Geobacillus stearothermophilus,1
A0A0K2HBM0,71.5,Geobacillus stearothermophilus,1
A0A0K2HBM3,78.72,Geobacillus stearothermophilus,1
A0A0K2HBM4,65.32,Geobacillus stearothermophilus,1
A0A0K2HBM5,75.1,Geobacillus stearothermophilus,1
A0A0K2HBM8,67.46,Geobacillus stearothermophilus,1
A0A0K2HBN0,69.9,Geobacillus stearothermophilus,1
A0A0K2HBN6,69.82,Geobacillus stearothermophilus,1
A0A0K2HBQ9,66.88,Geobacillus stearothermophilus,1
A0A0K2HBR6,64.23,Geobacillus stearothermophilus,1
A0A0K2HBR7,79.4,Geobacillus stearothermophilus,1
A0A0K2HBT0,71.53,Geobacillus stearothermophilus,1
A0A0K2HBT6,76.91,Geobacillus stearothermophilus,1
A0A0K2HBU2,72.6,Geobacillus stearothermophilus,1
A0A0K2HBU4,74.1,Geobacillus stearothermophilus,1
A0A0K2HBU8,71.73,Geobacillus stearothermophilus,1
A0A0K2HBV1,67.67,Geobacillus stearothermophilus,1
A0A0K2HBV5,82.34,Geobacillus stearothermophilus,1
A0A0K2HBW4,64.62,Geobacillus stearothermophilus,1
A0A0K2HBX6,71.17,Geobacillus stearothermophilus,1
A0A0K2HBX8,73.11,Geobacillus stearothermophilus,1
A0A0K2HBX9,70.25,Geobacillus stearothermophilus,1
A0A0K2HBY2,60.53,Geobacillus stearothermophilus,1
A0A0K2HBY9,81.59,Geobacillus stearothermophilus,1
A0A0K2HBZ0,69.28,Geobacillus stearothermophilus,1
A0A0K2HBZ3,67.73,Geobacillus stearothermophilus,1
A0A0K2HBZ4,74.76,Geobacillus stearothermophilus,1
A0A0K2HBZ6,78.12,Geobacillus stearothermophilus,1
A0A0K2HBZ7,72.86,Geobacillus stearothermophilus,1
A0A0K2HBZ8,66.83,Geobacillus stearothermophilus,1
A0A0K2HC08,62.88,Geobacillus stearothermophilus,1
A0A0K2HC10,64.33,Geobacillus stearothermophilus,1
A0A0K2HC15,69.23,Geobacillus stearothermophilus,1
A0A0K2HC17,68.56,Geobacillus stearothermophilus,1
A0A0K2HC18,72.0,Geobacillus stearothermophilus,1
A0A0K2HC25,76.72,Geobacillus stearothermophilus,1
A0A0K2HC38,73.42,Geobacillus stearothermophilus,1
A0A0K2HC42,62.69,Geobacillus stearothermophilus,1
A0A0K2HC46,73.65,Geobacillus stearothermophilus,1
A0A0K2HC53,78.26,Geobacillus stearothermophilus,1
A0A0K2HC55,74.53,Geobacillus stearothermophilus,1
A0A0K2HC58,66.74,Geobacillus stearothermophilus,1
A0A0K2HC63,69.08,Geobacillus stearothermophilus,1
A0A0K2HC76,74.1,Geobacillus stearothermophilus,1
A0A0K2HC79,69.18,Geobacillus stearothermophilus,1
A0A0K2HC80,68.33,Geobacillus stearothermophilus,1
A0A0K2HC86,63.58,Geobacillus stearothermophilus,1
A0A0K2HC89,72.42,Geobacillus stearothermophilus,1
A0A0K2HC91,58.98,Geobacillus stearothermophilus,1
A0A0K2HC96,82.81,Geobacillus stearothermophilus,1
A0A0K2HCA1,73.89,Geobacillus stearothermophilus,1
A0A0K2HCA5,75.83,Geobacillus stearothermophilus,1
A0A0K2HCB2,69.7,Geobacillus stearothermophilus,1
A0A0K2HCB4,68.18,Geobacillus stearothermophilus,1
A0A0K2HCC4,71.44,Geobacillus stearothermophilus,1
A0A0K2HCC5,76.89,Geobacillus stearothermophilus,1
A0A0K2HCD1,76.38,Geobacillus stearothermophilus,1
A0A0K2HCF5,77.76,Geobacillus stearothermophilus,1
A0A0K2HCG6,67.4,Geobacillus stearothermophilus,1
A0A0K2HCH6,72.86,Geobacillus stearothermophilus,1
A0A0K2HCI1,63.3,Geobacillus stearothermophilus,1
A0A0K2HCI2,76.72,Geobacillus stearothermophilus,1
A0A0K2HCI7,72.71,Geobacillus stearothermophilus,1
A0A0K2HCJ0,73.66,Geobacillus stearothermophilus,1
A0A0K2HCJ3,64.18,Geobacillus stearothermophilus,1
A0A0K2HCJ7,66.62,Geobacillus stearothermophilus,1
A0A0K2HCK1,73.85,Geobacillus stearothermophilus,1
A0A0K2HCL2,64.1,Geobacillus stearothermophilus,1
A0A0K2HCL7,67.45,Geobacillus stearothermophilus,1
A0A0K2HCM1,84.75,Geobacillus stearothermophilus,1
A0A0K2HCM3,74.39,Geobacillus stearothermophilus,1
A0A0K2HCM4,66.48,Geobacillus stearothermophilus,1
A0A0K2HCN2,70.43,Geobacillus stearothermophilus,1
A0A0K2HCP4,63.37,Geobacillus stearothermophilus,1
A0A0K2HCP6,74.53,Geobacillus stearothermophilus,1
A0A0K2HCP8,76.16,Geobacillus stearothermophilus,1
A0A0K2HCP9,68.93,Geobacillus stearothermophilus,1
A0A0K2HCQ5,67.77,Geobacillus stearothermophilus,1
A0A0K2HCQ7,70.92,Geobacillus stearothermophilus,1
A0A0K2HCR6,71.67,Geobacillus stearothermophilus,1
A0A0K2HCS2,78.33,Geobacillus stearothermophilus,1
A0A0K2HCS4,74.32,Geobacillus stearothermophilus,1
A0A0K2HCS5,67.11,Geobacillus stearothermophilus,1
A0A0K2HCS6,61.48,Geobacillus stearothermophilus,1
A0A0K2HCT1,67.85,Geobacillus stearothermophilus,1
A0A0K2HCU3,68.79,Geobacillus stearothermophilus,1
A0A0K2HCU5,65.09,Geobacillus stearothermophilus,1
A0A0K2HCU8,74.42,Geobacillus stearothermophilus,1
A0A0K2HCU9,64.02,Geobacillus stearothermophilus,1
A0A0K2HCV2,62.49,Geobacillus stearothermophilus,1
A0A0K2HCV3,64.69,Geobacillus stearothermophilus,1
A0A0K2HCV4,63.3,Geobacillus stearothermophilus,1
A0A0K2HCV9,62.42,Geobacillus stearothermophilus,1
A0A0K2HCW6,79.49,Geobacillus stearothermophilus,1
A0A0K2HCW9,65.34,Geobacillus stearothermophilus,1
A0A0K2HCX3,72.11,Geobacillus stearothermophilus,1
A0A0K2HCX5,77.65,Geobacillus stearothermophilus,1
A0A0K2HCX6,81.47,Geobacillus stearothermophilus,1
A0A0K2HCX7,67.66,Geobacillus stearothermophilus,1
A0A0K2HCY0,66.73,Geobacillus stearothermophilus,1
A0A0K2HCY1,76.08,Geobacillus stearothermophilus,1
A0A0K2HCY4,69.83,Geobacillus stearothermophilus,1
A0A0K2HCY7,76.71,Geobacillus stearothermophilus,1
A0A0K2HCY8,66.47,Geobacillus stearothermophilus,1
A0A0K2HCZ1,64.61,Geobacillus stearothermophilus,1
A0A0K2HCZ3,79.01,Geobacillus stearothermophilus,1
A0A0K2HD00,66.37,Geobacillus stearothermophilus,1
A0A0K2HD06,73.14,Geobacillus stearothermophilus,1
A0A0K2HD10,80.7,Geobacillus stearothermophilus,1
A0A0K2HD13,83.28,Geobacillus stearothermophilus,1
A0A0K2HD16,69.31,Geobacillus stearothermophilus,1
A0A0K2HD21,68.27,Geobacillus stearothermophilus,1
A0A0K2HD35,71.46,Geobacillus stearothermophilus,1
A0A0K2HD37,66.05,Geobacillus stearothermophilus,1
A0A0K2HD39,66.14,Geobacillus stearothermophilus,1
A0A0K2HD42,67.84,Geobacillus stearothermophilus,1
A0A0K2HD60,69.16,Geobacillus stearothermophilus,1
A0A0K2HD62,68.47,Geobacillus stearothermophilus,1
A0A0K2HD65,75.18,Geobacillus stearothermophilus,1
A0A0K2HD82,71.22,Geobacillus stearothermophilus,1
A0A0K2HD84,59.92,Geobacillus stearothermophilus,1
